"1106","SAN","Arretrati di anni precedenti al personale a tempo determinato","2015-01-01","3999-12-31"
"1102","SP3","Straordinario per il personale tempo indeterminato","2014-01-01","3999-12-31"
"1102","SP4","Compensi, indennità e rimborsi ai componenti del Collegio sindacale (o revisori)","2014-01-01","3999-12-31"
"1102","SP5","Rimborsi spese per personale distaccato/comandato","2014-01-01","3999-12-31"
"1102","SP6","Compensi, indennita' e rimborsi ai componenti del collegio sindacale (o revisori)","2014-01-01","3999-12-31"
"1103","CDC","Arretrati di anni precedenti","2012-01-01","3999-12-31"
"1103","MON","Altre competenze ed indennità accessorie per il personale a tempo indeterminato","2005-01-01","3999-12-31"
"1103","PRO","Altre competenze ed indennità accessorie per il personale a tempo indeterminato","2005-01-01","3999-12-31"
"1103","SP1","Altre competenze ed indennità accessorie per il personale a tempo indeterminato","2012-03-01","3999-12-31"
"1103","SP3","Altre competenze ed indennità accessorie per il personale a tempo indeterminato","2014-01-01","3999-12-31"
"1103","SP5","Arretrati di anni precedenti","2014-01-01","3999-12-31"
"1104","MON","Competenze fisse ed accessorie per il personale a tempo determinato","2005-01-01","3999-12-31"
"1104","PRO","Competenze fisse ed accessorie per il personale a tempo determinato","2005-01-01","3999-12-31"
"1103","SAN","Competenze a favore del personale a tempo indeterminato, al netto degli arretrati attribuiti","2015-01-01","3999-12-31"
"1104","SP1","Competenze fisse ed accessorie per il personale a tempo determinato","2012-03-01","3999-12-31"
"1104","SP3","Competenze fisse ed accessorie per il personale a tempo determinato","2014-01-01","3999-12-31"
"1105","MON","Altre spese di personale (lavoro flessibile: personale con contratto di formazione e lavoro, lavoratori socialmente utili)","2005-01-01","3999-12-31"
"1105","PRO","Altre spese di personale (lavoro flessibile: personale con contratto di formazione e lavoro, lavoratori socialmente utili)","2005-01-01","3999-12-31"
"1105","SP1","Altre spese di personale (lavoro flessibile: personale con contratto di formazione e lavoro, lavoratori socialmente utili)","2012-03-01","3999-12-31"
"1105","SP3","Altre spese di personale (lavoro flessibile: personale con contratto di formazione e lavoro, lavoratori socialmente utili)","2014-01-01","3999-12-31"
"1106","MON","Rimborsi spese per personale comandato","2005-01-01","3999-12-31"
"1106","PRO","Rimborsi spese per personale comandato","2005-01-01","3999-12-31"
"1106","SP1","Rimborsi spese per personale comandato","2012-03-01","3999-12-31"
"1106","SP3","Rimborsi spese per personale comandato","2014-01-01","3999-12-31"
"1107","MON","Straordinario al personale per consultazioni elettorali","2005-01-01","3999-12-31"
"1107","PRO","Straordinario al personale per consultazioni elettorali","2005-01-01","3999-12-31"
"1105","SAN","Competenze a favore del personale a tempo determinato, al netto degli arretrati attribuiti","2015-01-01","3999-12-31"
"1107","SP1","Straordinario al personale per consultazioni elettorali","2012-03-01","3999-12-31"
"1107","SP3","Straordinario al personale per consultazioni elettorali","2014-01-01","3999-12-31"
"1109","MON","Arretrati di anni precedenti","2005-01-01","3999-12-31"
"1109","PRO","Arretrati di anni precedenti","2005-01-01","3999-12-31"
"1109","SP1","Arretrati di anni precedenti","2012-03-01","3999-12-31"
"1109","SP3","Arretrati di anni precedenti","2014-01-01","3999-12-31"
"1110","MON","Compensi per collaborazioni coordinate e continuative","2012-01-01","3999-12-31"
"1110","PRO","Compensi per collaborazioni coordinate e continuative","2012-01-01","3999-12-31"
"1110","SP1","Compensi per collaborazioni coordinate e continuative","2012-03-01","3999-12-31"
"1110","SP3","Compensi per collaborazioni coordinate e continuative","2014-01-01","3999-12-31"
"1111","MON","Contributi obbligatori per il personale","2005-01-01","3999-12-31"
"1111","PRO","Contributi obbligatori per il personale","2005-01-01","3999-12-31"
"1103","SP2","Competenze a favore del personale a tempo indeterminato, al netto degli arretrati attribuiti","2015-01-01","3999-12-31"
"1111","SP1","Contributi obbligatori per il personale","2012-03-01","3999-12-31"
"1111","SP3","Contributi obbligatori per il personale","2014-01-01","3999-12-31"
"1111","SP7","Competenze fisse al personale docente e ai ricercatori a tempo indeterminato","2014-01-01","3999-12-31"
"1111","UNI","Competenze fisse al personale docente e ai ricercatori a tempo indeterminato","2005-01-01","3999-12-31"
"1112","MON","Contributi previdenza complementare","2005-01-01","3999-12-31"
"1112","PRO","Contributi previdenza complementare","2005-01-01","3999-12-31"
"1112","SP1","Contributi previdenza complementare","2012-03-01","3999-12-31"
"1112","SP3","Contributi previdenza complementare","2014-01-01","3999-12-31"
"1112","SP7","Competenze fisse ai dirigenti  a tempo indeterminato","2014-01-01","3999-12-31"
"1112","UNI","Competenze fisse ai dirigenti  a tempo indeterminato","2005-01-01","3999-12-31"
"1113","MON","Contributi per indennità di fine servizio e accantonamenti TFR","2005-01-01","3999-12-31"
"1113","PRO","Contributi per indennità di fine servizio e accantonamenti TFR","2005-01-01","3999-12-31"
"1104","SP2","Arretrati di anni precedenti al personale a tempo indeterminato","2015-01-01","3999-12-31"
"1113","SP1","Contributi per indennità di fine servizio e accantonamenti TFR","2012-03-01","3999-12-31"
"1113","SP3","Contributi per indennità di fine servizio e accantonamenti TFR","2014-01-01","3999-12-31"
"1113","SP7","Competenze fisse al personale tecnico amministrativo a tempo indeterminato","2014-01-01","3999-12-31"
"1113","UNI","Competenze fisse al personale tecnico amministrativo a tempo indeterminato","2005-01-01","3999-12-31"
"1114","MON","Contributi aggiuntivi","2005-01-01","3999-12-31"
"1114","PRO","Contributi aggiuntivi","2005-01-01","3999-12-31"
"1114","SP1","Contributi aggiuntivi","2012-03-01","3999-12-31"
"1114","SP3","Contributi aggiuntivi","2014-01-01","3999-12-31"
"1114","SP7","Competenze fisse ai collaboratori ed esperti linguistici di madre lingua a tempo indeterminato","2014-01-01","3999-12-31"
"1114","UNI","Competenze fisse ai collaboratori ed esperti linguistici di madre lingua a tempo indeterminato","2005-01-01","3999-12-31"
"1115","MON","Contributi relativi ad arretrati di anni precedenti","2007-01-01","3999-12-31"
"1115","PRO","Contributi relativi ad arretrati di anni precedenti","2007-01-01","3999-12-31"
"1105","SP2","Competenze a favore del personale a tempo determinato, al netto degli arretrati attribuiti","2015-01-01","3999-12-31"
"1115","SP1","Contributi relativi ad arretrati di anni precedenti","2012-03-01","3999-12-31"
"1115","SP3","Contributi relativi ad arretrati di anni precedenti","2014-01-01","3999-12-31"
"1121","MON","Borse di studio e sussidi per il personale","2005-01-01","3999-12-31"
"1121","PRO","Borse di studio e sussidi per il personale","2005-01-01","3999-12-31"
"1121","SP1","Borse di studio e sussidi per il personale","2012-03-01","3999-12-31"
"1121","SP3","Borse di studio e sussidi per il personale","2014-01-01","3999-12-31"
"1121","SP7","Straordinario al personale tecnico amministrativo a tempo indeterminato","2014-01-01","3999-12-31"
"1121","UNI","Straordinario al personale tecnico amministrativo a tempo indeterminato","2005-01-01","3999-12-31"
"1122","MON","Centri attività sociali, sportive e culturali","2005-01-01","3999-12-31"
"1122","PRO","Centri attività sociali, sportive e culturali","2005-01-01","3999-12-31"
"1122","SP1","Centri attività sociali, sportive e culturali","2012-03-01","3999-12-31"
"1122","SP3","Centri attività sociali, sportive e culturali","2014-01-01","3999-12-31"
"1106","SP2","Arretrati di anni precedenti al personale a tempo determinato","2015-01-01","3999-12-31"
"1123","MON","Contributi per prestazioni sanitarie","2005-01-01","3999-12-31"
"1123","PRO","Contributi per prestazioni sanitarie","2005-01-01","3999-12-31"
"1123","SP1","Contributi per prestazioni sanitarie","2012-03-01","3999-12-31"
"1123","SP3","Contributi per prestazioni sanitarie","2014-01-01","3999-12-31"
"1124","MON","Indennizzi","2005-01-01","3999-12-31"
"1124","PRO","Indennizzi","2005-01-01","3999-12-31"
"1124","SP1","Indennizzi","2012-03-01","3999-12-31"
"1124","SP3","Indennizzi","2014-01-01","3999-12-31"
"1131","MON","Pensioni","2005-01-01","3999-12-31"
"1131","PRO","Pensioni","2005-01-01","3999-12-31"
"1131","SP1","Pensioni","2012-03-01","3999-12-31"
"1131","SP3","Pensioni","2014-01-01","3999-12-31"
"1206","SP2","Ritenute previdenziali e assistenziali al personale a tempo determinato","2015-01-01","3999-12-31"
"1131","SP7","Altre competenze accessorie al personale docente e ai ricercatori a tempo indeterminato","2014-01-01","3999-12-31"
"1131","UNI","Altre competenze accessorie al personale docente e ai ricercatori a tempo indeterminato","2005-01-01","3999-12-31"
"1132","MON","Pensioni integrative","2005-01-01","3999-12-31"
"1132","PRO","Pensioni integrative","2005-01-01","3999-12-31"
"1132","SP1","Pensioni integrative","2012-03-01","3999-12-31"
"1132","SP3","Pensioni integrative","2014-01-01","3999-12-31"
"1132","SP7","Altre competenze accessorie ai dirigenti  a tempo indeterminato","2014-01-01","3999-12-31"
"1132","UNI","Altre competenze accessorie ai dirigenti  a tempo indeterminato","2005-01-01","3999-12-31"
"1133","MON","Altri oneri per il personale in quiescenza","2005-01-01","3999-12-31"
"1133","PRO","Altri oneri per il personale in quiescenza","2005-01-01","3999-12-31"
"1133","SP1","Altri oneri per il personale in quiescenza","2012-03-01","3999-12-31"
"1133","SP3","Altri oneri per il personale in quiescenza","2014-01-01","3999-12-31"
"1207","SP2","Ritenute erariali a carico del personale a tempo determinato","2015-01-01","3999-12-31"
"1133","SP7","Altre competenze accessorie al personale tecnico amministrativo a tempo indeterminato","2014-01-01","3999-12-31"
"1133","UNI","Altre competenze accessorie al personale tecnico amministrativo a tempo indeterminato","2005-01-01","3999-12-31"
"1134","MON","Arretrati di anni precedenti erogati al personale in quiescenza","2007-01-01","3999-12-31"
"1134","PRO","Arretrati di anni precedenti erogati al personale in quiescenza","2007-01-01","3999-12-31"
"1134","SP1","Arretrati di anni precedenti erogati al personale in quiescenza","2012-03-01","3999-12-31"
"1134","SP3","Arretrati di anni precedenti erogati al personale in quiescenza","2014-01-01","3999-12-31"
"1134","SP7","Altre competenze accessorie ai collaboratori ed esperti linguistici di madre lingua a tempo indeterminato","2014-01-01","3999-12-31"
"1134","UNI","Altre competenze accessorie ai collaboratori ed esperti linguistici di madre lingua a tempo indeterminato","2005-01-01","3999-12-31"
"1141","SP7","Arretrati di anni precedenti al personale docente e ai ricercatori a tempo indeterminato","2014-01-01","3999-12-31"
"1141","UNI","Arretrati di anni precedenti al personale docente e ai ricercatori a tempo indeterminato","2005-01-01","3999-12-31"
"1142","SP7","Arretrati di anni precedenti ai dirigenti  a tempo indeterminato","2014-01-01","3999-12-31"
"1142","UNI","Arretrati di anni precedenti ai dirigenti  a tempo indeterminato","2005-01-01","3999-12-31"
"1304","SP2","Contributi obbligatori per il personale a tempo indeterminato","2015-01-01","3999-12-31"
"1143","SP7","Arretrati di anni precedenti al personale tecnico amministrativo a tempo indeterminato","2014-01-01","3999-12-31"
"1143","UNI","Arretrati di anni precedenti al personale tecnico amministrativo a tempo indeterminato","2005-01-01","3999-12-31"
"1144","SP7","Arretrati di anni precedenti ai collaboratori ed esperti linguistici di madre lingua a tempo indeterminato","2014-01-01","3999-12-31"
"1144","UNI","Arretrati di anni precedenti ai collaboratori ed esperti linguistici di madre lingua a tempo indeterminato","2005-01-01","3999-12-31"
"1151","SP7","Indennità al personale docente e ai ricercatori a tempo indeterminato equiparato al Servizio Sanitario Nazionale","2014-01-01","3999-12-31"
"1151","UNI","Indennità al personale docente e ai ricercatori a tempo indeterminato equiparato al Servizio Sanitario Nazionale","2005-01-01","3999-12-31"
"1152","SP7","Indennità ai dirigenti a tempo indeterminato equiparati al Servizio Sanitario Nazionale","2014-01-01","3999-12-31"
"1152","UNI","Indennità ai dirigenti a tempo indeterminato equiparati al Servizio Sanitario Nazionale","2005-01-01","3999-12-31"
"1153","SP7","Indennità  al personale tecnico amministrativo a tempo indeterminato equiparato al Servizio Sanitario Nazionale","2014-01-01","3999-12-31"
"1153","UNI","Indennità  al personale tecnico amministrativo a tempo indeterminato equiparato al Servizio Sanitario Nazionale","2005-01-01","3999-12-31"
"1199","EGP","Compensi, indennita' e rimborsi agli altri organi dell'Ente","2012-01-01","3999-12-31"
"1199","RIC","Compensi, indennità e rimborsi agli altri organi dell'Ente","2007-07-01","3999-12-31"
"1305","SP2","Contributi previdenza complementare  per il personale a tempo indeterminato","2015-01-01","3999-12-31"
"1199","SP4","Compensi, indennità e rimborsi agli altri organi dell'Ente","2014-01-01","3999-12-31"
"1199","SP6","Compensi, indennita' e rimborsi agli altri organi dell'Ente","2014-01-01","3999-12-31"
"1201","CDC","Ritenute previdenziali e assistenziali al personale","2012-01-01","3999-12-31"
"1201","EGP","Competenze fisse al personale a tempo indeterminato","2012-01-01","3999-12-31"
"1201","MON","Carta, cancelleria e stampati","2005-01-01","3999-12-31"
"1201","PRO","Carta, cancelleria e stampati","2005-01-01","3999-12-31"
"1201","RIC","Competenze fisse al personale a tempo indeterminato","2007-07-01","3999-12-31"
"1201","SAN","Ritenute previdenziali e assistenziali al personale","2007-07-01","2014-12-31"
"1201","SP1","Carta, cancelleria e stampati","2012-03-01","3999-12-31"
"1201","SP2","Ritenute previdenziali e assistenziali al personale","2014-01-01","2014-12-31"
"1201","SP3","Carta, cancelleria e stampati","2014-01-01","3999-12-31"
"1201","SP4","Competenze fisse al personale a tempo indeterminato","2014-01-01","3999-12-31"
"1204","SP2","Ritenute previdenziali e assistenziali al personale a tempo indeterminato","2015-01-01","3999-12-31"
"1201","SP5","Ritenute previdenziali e assistenziali al personale","2014-01-01","3999-12-31"
"1201","SP6","Competenze fisse al personale a tempo indeterminato","2014-01-01","3999-12-31"
"1202","CDC","Ritenute erariali a carico del personale","2012-01-01","3999-12-31"
"1202","EGP","Competenze e indennita' accessorie per il personale a tempo indeterminato","2012-01-01","3999-12-31"
"1202","MON","Carburanti, combustibili e lubrificanti","2005-01-01","3999-12-31"
"1202","PRO","Carburanti, combustibili e lubrificanti","2005-01-01","3999-12-31"
"1202","RIC","Competenze ed indennità accessorie per il personale a tempo indeterminato","2007-07-01","3999-12-31"
"1202","SAN","Ritenute erariali a carico del personale","2007-07-01","2014-12-31"
"1202","SP1","Carburanti, combustibili e lubrificanti","2012-03-01","3999-12-31"
"1202","SP2","Ritenute erariali a carico del personale","2014-01-01","2014-12-31"
"1202","SP3","Carburanti, combustibili e lubrificanti","2014-01-01","3999-12-31"
"1202","SP4","Competenze ed indennità accessorie per il personale a tempo indeterminato","2014-01-01","3999-12-31"
"1306","SP2","Contributi obbligatori per il personale a tempo determinato","2015-01-01","3999-12-31"
"1202","SP5","Ritenute erariali a carico del personale","2014-01-01","3999-12-31"
"1202","SP6","Competenze e indennita' accessorie per il personale a tempo indeterminato","2014-01-01","3999-12-31"
"1203","CDC","Altre ritenute al personale per conto di terzi","2012-01-01","3999-12-31"
"1203","EGP","Competenze fisse per il personale a tempo determinato","2012-01-01","3999-12-31"
"1203","MON","Materiale informatico","2005-01-01","3999-12-31"
"1203","PRO","Materiale informatico","2005-01-01","3999-12-31"
"1203","RIC","Competenze fisse per il personale a tempo determinato","2007-07-01","3999-12-31"
"1203","SAN","Altre ritenute al personale per conto di terzi","2007-07-01","3999-12-31"
"1203","SP1","Materiale informatico","2012-03-01","3999-12-31"
"1203","SP2","Altre ritenute al personale per conto di terzi","2014-01-01","3999-12-31"
"1203","SP3","Materiale informatico","2014-01-01","3999-12-31"
"1203","SP4","Competenze fisse per il personale a tempo determinato","2014-01-01","3999-12-31"
"1307","SP2","Contributi previdenza complementare per il personale a tempo determinato","2015-01-01","3999-12-31"
"1203","SP5","Altre ritenute al personale per conto di terzi","2014-01-01","3999-12-31"
"1203","SP6","Competenze fisse per il personale a tempo determinato","2014-01-01","3999-12-31"
"1204","EGP","Competenze accessorie al personale a tempo determinato","2012-01-01","3999-12-31"
"1204","MON","Materiale e strumenti tecnico-specialistici","2005-01-01","3999-12-31"
"1204","PRO","Materiale e strumenti tecnico-specialistici","2005-01-01","3999-12-31"
"1204","RIC","Competenze accessorie al personale a tempo determinato","2007-07-01","3999-12-31"
"1204","SP1","Materiale e strumenti tecnico-specialistici","2012-03-01","3999-12-31"
"1204","SP3","Materiale e strumenti tecnico-specialistici","2014-01-01","3999-12-31"
"1204","SP4","Competenze accessorie al personale a tempo determinato","2014-01-01","3999-12-31"
"1204","SP6","Competenze accessorie al personale a tempo determinato","2014-01-01","3999-12-31"
"1205","EGP","Personale con contratto di formazione e lavoro","2012-01-01","3999-12-31"
"1205","MON","Pubblicazioni, giornali e riviste","2005-01-01","3999-12-31"
"1204","SAN","Ritenute previdenziali e assistenziali al personale a tempo indeterminato","2015-01-01","3999-12-31"
"1205","PRO","Pubblicazioni, giornali e riviste","2005-01-01","3999-12-31"
"1205","RIC","Personale con contratto di formazione e lavoro","2007-07-01","3999-12-31"
"1205","SP1","Pubblicazioni, giornali e riviste","2012-03-01","3999-12-31"
"1205","SP3","Pubblicazioni, giornali e riviste","2014-01-01","3999-12-31"
"1205","SP4","Personale con contratto di formazione e lavoro","2014-01-01","3999-12-31"
"1205","SP6","Personale con contratto di formazione e lavoro","2014-01-01","3999-12-31"
"1206","EGP","Lavoratori socialmente utili","2012-01-01","3999-12-31"
"1206","MON","Medicinali, materiale sanitario e igienico","2005-01-01","3999-12-31"
"1206","PRO","Medicinali, materiale sanitario e igienico","2005-01-01","3999-12-31"
"1206","RIC","Lavoratori socialmente utili","2007-07-01","3999-12-31"
"1206","SP1","Medicinali, materiale sanitario e igienico","2012-03-01","3999-12-31"
"1206","SP3","Medicinali, materiale sanitario e igienico","2014-01-01","3999-12-31"
"1205","SAN","Ritenute erariali a carico del personale a tempo indeterminato","2015-01-01","3999-12-31"
"1206","SP4","Lavoratori socialmente utili","2014-01-01","3999-12-31"
"1206","SP6","Lavoratori socialmente utili","2014-01-01","3999-12-31"
"1207","EGP","Contributi obbligatori per il personale a tempo indeterminato","2012-01-01","3999-12-31"
"1207","MON","Acquisto di beni per spese di rappresentanza","2005-01-01","3999-12-31"
"1207","PRO","Acquisto di beni per spese di rappresentanza","2005-01-01","3999-12-31"
"1207","RIC","Contributi obbligatori per il personale a tempo indeterminato","2007-07-01","3999-12-31"
"1207","SP1","Acquisto di beni per spese di rappresentanza","2012-03-01","3999-12-31"
"1207","SP3","Acquisto di beni per spese di rappresentanza","2014-01-01","3999-12-31"
"1207","SP4","Contributi obbligatori per il personale a tempo indeterminato","2014-01-01","3999-12-31"
"1207","SP6","Contributi obbligatori per il personale a tempo indeterminato","2014-01-01","3999-12-31"
"1208","EGP","Contributi obbligatori per il personale a tempo determinato","2012-01-01","3999-12-31"
"1208","MON","Equipaggiamenti e vestiario","2005-01-01","3999-12-31"
"1206","SAN","Ritenute previdenziali e assistenziali al personale a tempo determinato","2015-01-01","3999-12-31"
"1208","PRO","Equipaggiamenti e vestiario","2005-01-01","3999-12-31"
"1208","RIC","Contributi obbligatori per il personale a tempo determinato","2007-07-01","3999-12-31"
"1208","SP1","Equipaggiamenti e vestiario","2012-03-01","3999-12-31"
"1208","SP3","Equipaggiamenti e vestiario","2014-01-01","3999-12-31"
"1208","SP4","Contributi obbligatori per il personale a tempo determinato","2014-01-01","3999-12-31"
"1208","SP6","Contributi obbligatori per il personale a tempo determinato","2014-01-01","3999-12-31"
"1209","EGP","Contributi previdenza complementare per il personale a tempo indeterminato","2012-01-01","3999-12-31"
"1209","MON","Acquisto di beni di consumo per consultazioni elettorali","2005-01-01","3999-12-31"
"1209","PRO","Acquisto di beni di consumo per consultazioni elettorali","2005-01-01","3999-12-31"
"1209","RIC","Contributi previdenza complementare per il personale a tempo indeterminato","2007-07-01","3999-12-31"
"1209","SP1","Acquisto di beni di consumo per consultazioni elettorali","2012-03-01","3999-12-31"
"1209","SP3","Acquisto di beni di consumo per consultazioni elettorali","2014-01-01","3999-12-31"
"1207","SAN","Ritenute erariali a carico del personale a tempo determinato","2015-01-01","3999-12-31"
"1209","SP4","Contributi previdenza complementare per il personale a tempo indeterminato","2014-01-01","3999-12-31"
"1209","SP6","Contributi previdenza complementare per il personale a tempo indeterminato","2014-01-01","3999-12-31"
"1210","EGP","Contributi previdenza complementare per il personale a tempo determinato","2012-01-01","3999-12-31"
"1210","MON","Altri materiali di consumo","2005-01-01","3999-12-31"
"1210","PRO","Altri materiali di consumo","2005-01-01","3999-12-31"
"1210","RIC","Contributi previdenza complementare per il personale a tempo determinato","2007-07-01","3999-12-31"
"1210","SP1","Altri materiali di consumo","2012-03-01","3999-12-31"
"1210","SP3","Altri materiali di consumo","2014-01-01","3999-12-31"
"1210","SP4","Contributi previdenza complementare per il personale a tempo determinato","2014-01-01","3999-12-31"
"1210","SP6","Contributi previdenza complementare per il personale a tempo determinato","2014-01-01","3999-12-31"
"1211","EGP","Altri contributi","2012-01-01","3999-12-31"
"1211","MON","Acquisto di derrate alimentari","2007-01-01","3999-12-31"
"1205","SP2","Ritenute erariali a carico del personale a tempo indeterminato","2015-01-01","3999-12-31"
"1211","PRO","Acquisto di derrate alimentari","2007-01-01","3999-12-31"
"1211","REG"," Competenze fisse per il personale a tempo indeterminato","2005-01-01","3999-12-31"
"1211","RIC","Altri contributi","2007-07-01","3999-12-31"
"1211","SP1","Acquisto di derrate alimentari","2012-03-01","3999-12-31"
"1211","SP3","Acquisto di derrate alimentari","2014-01-01","3999-12-31"
"1211","SP4","Altri contributi","2014-01-01","3999-12-31"
"1211","SP6","Altri contributi","2014-01-01","3999-12-31"
"1211","SP7","Supplenze e affidamenti a personale docente e ricercatori","2014-01-01","3999-12-31"
"1211","SP8"," Competenze fisse per il personale a tempo indeterminato","2014-01-01","3999-12-31"
"1211","UNI","Supplenze e affidamenti a personale docente e ricercatori","2005-01-01","3999-12-31"
"1212","EGP","Formazione del personale","2012-01-01","3999-12-31"
"1212","MON","Materiali e strumenti per manutenzione","2007-01-01","3999-12-31"
"4204","SP2","Contributi a societa' partecipate e/o soggetti privati dipendenti dalla Regione","2015-01-01","3999-12-31"
"1212","PRO","Materiali e strumenti per manutenzione","2007-01-01","3999-12-31"
"1212","REG"," Straordinario per il personale a tempo  indeterminato","2005-01-01","3999-12-31"
"1212","RIC","Formazione del personale","2007-07-01","3999-12-31"
"1212","SP1","Materiali e strumenti per manutenzione","2012-03-01","3999-12-31"
"1212","SP3","Materiali e strumenti per manutenzione","2014-01-01","3999-12-31"
"1212","SP4","Formazione del personale","2014-01-01","3999-12-31"
"1212","SP6","Formazione del personale","2014-01-01","3999-12-31"
"1212","SP7","Docenti a contratto","2014-01-01","3999-12-31"
"1212","SP8"," Straordinario per il personale a tempo  indeterminato","2014-01-01","3999-12-31"
"1212","UNI","Docenti a contratto","2005-01-01","3999-12-31"
"1213","EGP","Buoni pasto","2012-01-01","3999-12-31"
"1213","MON","Materiale divulgativo sui parchi, gadget e prodotti tipici locali","2012-01-01","3999-12-31"
"4205","SP2","Contributi a societa' partecipate e/o soggetti privati dipendenti  dall'azienda","2015-01-01","3999-12-31"
"1213","PRO","Materiale divulgativo sui parchi, gadget e prodotti tipici locali","2012-01-01","3999-12-31"
"1213","REG"," Altre competenze ed indennità accessorie per il personale a tempo indeterminato","2005-01-01","3999-12-31"
"1213","RIC","Buoni pasto e mensa","2007-07-01","3999-12-31"
"1213","SP1","Materiale divulgativo sui parchi, gadget e prodotti tipici locali","2012-03-01","3999-12-31"
"1213","SP3","Materiale divulgativo sui parchi, gadget e prodotti tipici locali","2014-01-01","3999-12-31"
"1213","SP4","Buoni pasto e mensa","2014-01-01","3999-12-31"
"1213","SP6","Buoni pasto","2014-01-01","3999-12-31"
"1213","SP7","Assegni di ricerca","2014-01-01","3999-12-31"
"1213","SP8"," Altre competenze ed indennità accessorie per il personale a tempo indeterminato","2014-01-01","3999-12-31"
"1213","UNI","Assegni di ricerca","2005-01-01","3999-12-31"
"1214","EGP","Servizio mensa per il personale","2012-01-01","3999-12-31"
"1214","REG"," Competenze fisse ed accessorie per il personale a tempo determinato","2005-01-01","3999-12-31"
"4798","SP1","Utilizzo incassi vincolati ai sensi dell'art. 195 del TUEL","2015-01-01","3999-12-31"
"1214","RIC","Trattamento di missioni e rimborsi spese viaggi","2007-07-01","3999-12-31"
"1214","SP4","Trattamento di missioni e rimborsi spese viaggi","2014-01-01","3999-12-31"
"1214","SP6","Servizio mensa per il personale","2014-01-01","3999-12-31"
"1214","SP7","Direttori amministrativi","2014-01-01","3999-12-31"
"1214","SP8"," Competenze fisse ed accessorie per il personale a tempo determinato","2014-01-01","3999-12-31"
"1214","UNI","Direttori amministrativi","2005-01-01","3999-12-31"
"1215","EGP","Trattamento di missione e rimborsi spese viaggi","2012-01-01","3999-12-31"
"1215","REG"," Altre spese di personale  (lavoro flessibile: personale con contratto di formazione e lavoro, personale con contratto di fornitura di lavoro temporaneo lavoratori interinali, lavoratori socialmente utili)","2005-01-01","3999-12-31"
"1215","RIC","Equo indennizzo","2007-07-01","3999-12-31"
"1215","SP4","Equo indennizzo","2014-01-01","3999-12-31"
"1215","SP6","Trattamento di missione e rimborsi spese viaggi","2014-01-01","3999-12-31"
"1215","SP7","Dirigenti a tempo determinato","2014-01-01","3999-12-31"
"4799","SP1","Destinazione incassi liberi al  reintegro incassi vincolati ai sensi dell'art. 195 del TUEL","2015-01-01","3999-12-31"
"1215","SP8"," Altre spese di personale  (lavoro flessibile: personale con contratto di formazione e lavoro, personale con contratto di fornitura di lavoro temporaneo lavoratori interinali, lavoratori socialmente utili)","2014-01-01","3999-12-31"
"1215","UNI","Dirigenti a tempo determinato","2005-01-01","3999-12-31"
"1216","EGP","Equo indennizzo","2012-01-01","3999-12-31"
"1216","REG"," Arretrati di anni precedenti","2005-01-01","3999-12-31"
